Entity,Code,Year,Solar (% growth),Coal (% growth),Gas (% growth),Nuclear (% growth),Oil (% growth),Wind (% growth),Hydro (% growth),Other renewables (% growth)
Belarus,BLR,1999,,-7.222,1.864,,-8.31,,-32.143,
Belarus,BLR,2000,,-0.727,6.092,,-1.916,,42.105,
Belarus,BLR,2001,,-28.2,-0.573,,-2.512,,10.39,
Belarus,BLR,2002,,-5.67,2.888,,3.935,,-3.957,
Belarus,BLR,2003,,-5.878,-1.686,,2.085,,-4.067,
Belarus,BLR,2004,,-2.045,21.293,,-0.164,,17.106,
Belarus,BLR,2005,,10.433,2.527,,-6.825,-1.627,8.401,
Belarus,BLR,2006,,-10.466,2.063,,16.674,-0.629,-3.389,
Belarus,BLR,2007,,13.094,0.396,,-8.615,-0.625,-0.625,595.624
Belarus,BLR,2008,,-6.777,2.413,,-0.839,-0.621,10.736,134.25
Belarus,BLR,2009,,-4.724,-15.092,,15.617,-0.617,14.672,80.696
Belarus,BLR,2010,,4.606,22.421,,-19.355,-0.613,-0.613,39.141
Belarus,BLR,2011,,20.13,-7.247,,13.608,297.561,-7.236,12.406
Belarus,BLR,2012,,2.004,0.957,,22.35,49.091,70.39,-0.606
Belarus,BLR,2013,,6.141,-0.72,,-31.093,32.53,90.512,-14.204
Belgium,BEL,2005,-0.633,-8.117,-1.714,-0.039,-0.554,58.847,-9.723,52.356
Belgium,BEL,2006,98.742,-1.318,2.933,-2.612,-0.358,60.219,23.869,39.057
Belgium,BEL,2007,198.125,-8.616,0.748,2.745,0.91,33.315,7.679,16.124
Belgium,BEL,2008,595.651,-1.242,-0.671,-6.1,5.071,28.929,4.744,27.243
Belgium,BEL,2009,292.799,-35.582,0.992,2.99,-9.893,55.393,-20.494,17.892
Belgium,BEL,2010,235.28,26.948,10.413,0.906,3.507,28.923,-5.462,8.986
Belgium,BEL,2011,107.477,-5.852,-14.842,-0.009,-6.653,77.856,-37.563,7.871
Belgium,BEL,2012,82.633,-5.813,1.307,-16.966,-3.263,18.267,81.039,10.014
Belgium,BEL,2013,22.35,5.918,-1.237,5.192,2.644,32.422,5.801,-4.777
Belgium,BEL,2014,8.507,-4.589,-12.52,-21.44,-1.365,25.175,-22.781,-10.779
Belgium,BEL,2015,5.26,0.534,9.589,-23.011,3.19,20.053,7.217,23.638
Belgium,BEL,2016,0.674,-5.203,2.141,65.749,1.632,-3.023,15.518,-2.623
Belgium,BEL,2017,6.227,-2.062,1.373,-3.549,1.785,19.083,-27.429,5.378
Belgium,BEL,2018,17.285,-0.836,2.819,-32.674,2.102,13.93,15.389,-5.856
Belgium,BEL,2019,0.776,-2.05,3.019,52.448,-2.869,27.227,-5.811,-6.628
Belgium,BEL,1966,,-8.777,80.476,,2.014,,9.926,
Belgium,BEL,1967,,-1.856,281.116,1466.667,10.284,,-20.401,
Belgium,BEL,1968,,3.24,143.28,-35.106,16.096,,2.521,
Belgium,BEL,1969,,-2.608,105.992,-63.934,15.375,,-5.738,
Belgium,BEL,1970,,-5.758,56.904,159.091,9.087,,6.957,
Belgium,BEL,1971,,-17.193,37.893,-100,2.482,,-45.528,
Belgium,BEL,1972,,-4.491,26.086,,8.178,,34.328,
Belgium,BEL,1973,,-16.082,20.197,590.909,4.997,,-5,
Belgium,BEL,1974,,6.962,17.195,94.737,-11.91,,40.351,-6.897
Belgium,BEL,1975,,-25.314,-1.194,4483.784,-5.098,,-23.75,-23.148
Belgium,BEL,1976,,4.213,5.631,47.936,4.31,,-40.437,-31.325
Belgium,BEL,1977,,1.427,-1.616,18.962,-1.645,,105.505,333.333
Belgium,BEL,1978,,2.405,-0.845,4.808,6.706,,-0.446,5.263
Belgium,BEL,1979,,11.416,9.262,-8.839,-0.616,,4.933,21.154
Belgium,BEL,1980,,0.81,-4.315,10.011,-7.574,,18.803,-4.762
Belgium,BEL,1981,,3.591,-7.769,2.47,-8.342,,37.05,-3
Belgium,BEL,1982,,0.157,-16.629,21.814,-5.31,,-12.598,-84.192
Belgium,BEL,1983,,-14.665,3.918,53.894,-9.262,,0.901,-52.174
Belgium,BEL,1984,,15.97,3.19,15.088,-3.243,,4.464,9.091
Belgium,BEL,1985,,-0.281,0.484,24.72,1.501,,-18.234,120.833
Belgium,BEL,1986,,-14.674,-10.213,13.852,12.993,,19.512,124.528
Belgium,BEL,1987,,-0.485,10.275,6.531,0.719,,25.073,19.328
Belgium,BEL,1988,,1.052,-1.306,2.705,3.14,33.333,-16.317,26.761
Belgium,BEL,1989,,5.066,11.129,-4.373,-1.788,-12.5,-15.042,6.111
Belgium,BEL,1990,,9.861,2.632,3.651,6.458,0,-12.787,47.644
Belgium,BEL,1991,,-4.344,6.666,0.325,7.055,14.286,-13.91,6.028
Belgium,BEL,1992,,-10.503,3.06,1.388,1.639,12.5,48.908,-10.702
Belgium,BEL,1993,,-5.274,4.65,-3.519,-1.611,-11.111,-25.513,-8.24
Belgium,BEL,1994,,7.488,2.255,-3.108,9.332,12.5,36.22,0
Belgium,BEL,1995,,-4.488,10.615,1.802,-1.021,0,-2.312,31.02
Belgium,BEL,1996,,-4.296,11.159,4.788,8.428,-11.111,-29.29,-2.181
Belgium,BEL,1997,,-6.645,-4.606,9.396,2.265,0,27.615,-12.42
Belgium,BEL,1998,,-0.528,9.542,-2.622,1.482,37.5,27.541,30.545
Belgium,BEL,1999,,-12.38,6.786,6.178,-3.404,18.182,-12.339,38.162
Belgium,BEL,2000,,10.645,0.52,-1.754,2.532,23.077,34.897,14.516
Belgium,BEL,2001,,-4.746,-1.215,-4.379,1.557,129.748,-4.753,4.423
Belgium,BEL,2002,,-14.274,3.227,1.522,0.517,53.06,-18.894,19.991
Belgium,BEL,2003,,-3.269,6.531,-0.601,5.472,53.396,-31.829,18.101
Belgium,BEL,2004,,-6.988,1.906,-0.777,1.123,60.336,27.523,20.233
Brazil,BRA,2013,386.196,7.788,17.823,-4.251,5.753,29.431,-6.43,13.866
Brazil,BRA,2014,233.476,6.326,5.921,-1.057,3.063,84.571,-5.061,14.218
Brazil,BRA,2015,264.181,0.594,5.611,-4.76,-6.192,76.057,-4.241,5.319
Brazil,BRA,2016,43.856,-9.675,-13.622,7.033,-5.08,53.94,5.258,2.307
Brazil,BRA,2017,869.874,5.469,1.467,-1.372,1.431,25.785,-3.199,2.466
Brazil,BRA,2018,313.698,-0.945,-4.627,-0.997,-4.247,13.731,4.257,2.177
Brazil,BRA,2019,60.113,-5.781,-0.227,2.752,0.821,14.754,2.276,3.061
Brazil,BRA,1966,,8.357,16.941,,9.04,,9.371,
Brazil,BRA,1967,,3.351,13.044,,3.196,,4.598,
Brazil,BRA,1968,,-1.595,5.683,,20.103,,4.663,
Brazil,BRA,1969,,11.611,5.392,,9.73,,7.011,
Brazil,BRA,1970,,14.209,7.282,,13.147,,21.745,
Brazil,BRA,1971,,0.662,57.5,,10.186,,8.537,23.063
Brazil,BRA,1972,,5.269,37.302,,15.029,,17.32,13.132
Brazil,BRA,1973,,-1.722,14.451,,23.111,,14.224,4.777
Brazil,BRA,1974,,6.077,92.424,,7.846,,13.455,4.575
Brazil,BRA,1975,,18.884,8.661,,3.229,,10.061,10.447
Brazil,BRA,1976,,6.719,15.217,,8.165,,14.7,-0.327
Brazil,BRA,1977,,26.833,24.738,,2.28,,12.745,29.214
Brazil,BRA,1978,,14.982,31.597,,8.783,,9.912,19.259
Brazil,BRA,1979,,8.619,9.579,,5.082,,13.464,33.34
Brazil,BRA,1980,,9.083,16.9,,-3.433,,10.574,1.66
Brazil,BRA,1981,,-2.166,-10.269,,-4.591,,1.441,3.773
Brazil,BRA,1982,,5.709,42.889,,1.369,,7.928,16.271
Brazil,BRA,1983,,12.459,35.226,,-5.063,,7.329,36.997
Brazil,BRA,1984,,23.491,16.389,,1.223,,9.981,-4.449
Brazil,BRA,1985,,18.213,25.445,105.782,1.482,,7.072,7.555
Brazil,BRA,1986,,1.239,16.503,-95.741,10.435,,2.267,4.134
Brazil,BRA,1987,,4.714,11.629,575.694,2.894,,1.744,11.64
Brazil,BRA,1988,,2.196,0.666,-37.513,1.753,,7.27,-6.336
Brazil,BRA,1989,,-0.773,2.527,200.987,0.762,,2.811,1.898
Brazil,BRA,1990,,-10.911,-8.955,22.24,-1.24,,0.986,13.396
Brazil,BRA,1991,,14.641,3.96,-35.539,1.127,,5.357,3.642
Brazil,BRA,1992,,-2.957,13.282,21.983,7.819,,2.553,23.246
Brazil,BRA,1993,,3.025,17.143,-74.872,4.034,,5.248,1.107
Brazil,BRA,1994,,2.654,9.211,-87.557,6.75,,3.25,8.112
Brazil,BRA,1995,,4.872,10.367,4480,4.371,,4.615,3.814
Brazil,BRA,1996,,3.187,10.176,-3.652,6.377,,4.673,20.719
Brazil,BRA,1997,,0.6,8.672,30.573,7.476,100,4.968,9.274
Brazil,BRA,1998,,-2.05,4.801,3.029,4.242,25,4.48,1.711
Brazil,BRA,1999,,1.262,18.663,21.807,1.526,-60,0.525,11.602
Brazil,BRA,2000,,6.61,24.608,52.024,-1.535,-50,3.892,-6.216
Brazil,BRA,2001,,-1.583,26.603,134.639,1.639,3367.34,-12.571,13.706
Brazil,BRA,2002,,-3.211,18.151,-3.728,-2.013,73.657,6.111,13.011
Brazil,BRA,2003,,3.756,11.925,-4.074,-2.959,-0.641,6.14,15.569
Brazil,BRA,2004,,4.844,18.927,-13.632,3.343,-0.637,4.299,4.213
Brazil,BRA,2005,,-3.557,4.164,-15.661,2.095,51.331,4.527,8.255
Brazil,BRA,2006,,-1.397,5.18,38.687,1.93,153.509,2.713,8.545
Brazil,BRA,2007,,5.973,2.985,-10.772,3.963,177.907,6.557,20.914
Brazil,BRA,2008,,1.432,17.702,12.406,4.439,77.381,-1.806,8.857
Brazil,BRA,2009,,-19.312,-19.455,-7.814,-0.904,4.003,5.146,14.901
Brazil,BRA,2010,,30.177,33.423,11.4,9.063,74.734,2.514,38.777
Brazil,BRA,2011,,6.821,-0.339,7.166,6.315,23.51,5.562,1.527
Brazil,BRA,2012,,-1.043,18.532,1.8,3.149,85.576,-3.621,8.949
Bulgaria,BGR,2010,396.935,8.474,10.134,-0.659,-10.836,185.579,44.841,334.816
Bulgaria,BGR,2011,569.225,17.611,14.489,6.332,-4.591,25.661,-42.669,59.024
Bulgaria,BGR,2012,701.056,-14.57,-6.806,-3.829,4.373,40.952,9.923,17.143
Bulgaria,BGR,2013,66.192,-14.053,-3.396,-10.764,-7.606,11.853,25.711,68.242
Bulgaria,BGR,2014,-8.56,6.837,-0.663,11.293,6.525,-3.71,12.192,78.663
Bulgaria,BGR,2015,9.806,3.229,9.656,-3.65,12.877,8.442,22.2,33.759
Bulgaria,BGR,2016,-0.376,-13.133,4.156,1.973,0.523,-2.44,-30.778,30.104
Bulgaria,BGR,2017,0.629,7.211,2.835,-2.04,4.297,4.927,-28.679,11.322
Bulgaria,BGR,2018,-4.85,-10.638,-5.935,3.123,-0.01,-12.875,80.916,274.665
Bulgaria,BGR,2019,35.835,-8.693,-6.353,2.375,5.942,-1.195,-33.759,-22.956
Bulgaria,BGR,1966,,3.119,49.18,,14.088,,0.5,
Bulgaria,BGR,1967,,8.588,204.396,,25.762,,0.597,
Bulgaria,BGR,1968,,8.639,53.069,,18.519,,-35.46,
Bulgaria,BGR,1969,,0.535,4.009,,22.789,,40.92,
Bulgaria,BGR,1970,,9.382,-9.751,,16.171,,17.02,
Bulgaria,BGR,1971,,-1.297,-21.654,,9.987,,0.836,
Bulgaria,BGR,1972,,3.069,-32.626,,3.992,,-3.456,
Bulgaria,BGR,1973,,0.772,0.748,,5.445,,22.673,
Bulgaria,BGR,1974,,-1.703,117.9,,3.987,,-19.066,
Bulgaria,BGR,1975,,4.837,165.572,175.216,5.996,,17.933,
Bulgaria,BGR,1976,,-6.785,74.893,95.341,3.92,,20.424,
Bulgaria,BGR,1977,,-0.405,27.604,17.939,3.96,,19.465,
Bulgaria,BGR,1978,,6.623,6.681,0.442,2.962,,-17.569,
Bulgaria,BGR,1979,,3.112,6.986,4.569,3.037,,13.819,
Bulgaria,BGR,1980,,4.891,28.534,-0.243,2.142,,12.141,
Bulgaria,BGR,1981,,1.543,8.78,47.916,-10.868,,-2.559,
Bulgaria,BGR,1982,,5.059,10.658,17.842,-3.096,,-15.699,
Bulgaria,BGR,1983,,-0.382,5.079,14.629,-3.428,,9.934,
Bulgaria,BGR,1984,,0.156,5.141,3.385,-3.972,,-2.774,
Bulgaria,BGR,1985,,4.37,9.072,3.11,-7.595,,-31.38,
Bulgaria,BGR,1986,,2.788,-0.694,-8.08,5.41,,3.979,
Bulgaria,BGR,1987,,-0.087,11.518,3.032,-3.911,,9.071,
Bulgaria,BGR,1988,,-6.841,-2.858,28.9,6.171,,2.326,
Bulgaria,BGR,1989,,2.064,2.943,-9.133,-2.452,,3.659,
Bulgaria,BGR,1990,,-16.071,6.049,0.68,-8.089,,-30.212,
Bulgaria,BGR,1991,,-10.615,-15.548,-10.099,-32.381,,29.979,
Bulgaria,BGR,1992,,5.156,-11.459,-12.379,-11.105,,-15.485,
Bulgaria,BGR,1993,,7.665,-6.951,20.957,7.689,,-5.865,
Bulgaria,BGR,1994,,-8.455,0.039,9.747,-5.398,,-24.408,
Bulgaria,BGR,1995,,0.012,20.693,12.56,2.348,,57.629,
Bulgaria,BGR,1996,,-0.426,2.163,4.756,-6.53,,26.145,
Bulgaria,BGR,1997,,14.028,-20.222,-1.831,-21.919,,-5.653,
Bulgaria,BGR,1998,,-4.756,-16.33,-4.8,6.091,,12.455,
Bulgaria,BGR,1999,,-17.658,-13.36,-6.42,-8.387,,-11.108,
Bulgaria,BGR,2000,,-7.646,8.919,14.949,-3.448,,-2.906,
Bulgaria,BGR,2001,,13.983,-15.936,6.866,6.939,,-35.439,
Bulgaria,BGR,2002,,-7.909,-11.335,2.754,1.438,,25.495,
Bulgaria,BGR,2003,,11.96,5.671,-15.096,3.708,,37.173,
Bulgaria,BGR,2004,,-4.443,-2.364,-3.311,-2.287,,3.923,
Bulgaria,BGR,2005,,-2.052,24.678,10.229,9.154,396.835,36.034,
Bulgaria,BGR,2006,,1.54,3.04,3.846,3.058,297.485,-2.897,
Bulgaria,BGR,2007,,12.501,0.778,-25.35,-1.935,133.531,-32.609,
Bulgaria,BGR,2008,,-4.681,0.007,6.994,-3.712,157.962,-2.35,
Bulgaria,BGR,2009,,-15.823,-28.47,-3.826,-8.508,93.063,22.117,-50.309
Canada,CAN,1993,0,-11.214,6.102,16.573,0.379,0,2.233,7.884
Canada,CAN,1994,0,6.029,3.524,14.794,1.737,0,1.751,19.016
Canada,CAN,1995,87.18,4.528,3.343,-9.264,3.871,0,1.892,24.505
Canada,CAN,1996,53.425,2.089,1.691,-5.189,2.78,5.085,6.146,5.473
Canada,CAN,1997,17.857,4.547,1.97,-11.037,3.875,0,-1.667,8.497
Canada,CAN,1998,45.455,6.941,-1.683,-13.376,2.054,0,-5.108,10.027
Canada,CAN,1999,31.25,-3.838,6.9,2.799,1.948,161.29,4.271,-0.491
Canada,CAN,2000,23.809,5.836,5.974,-0.94,-0.006,62.963,3.408,-0.292
Canada,CAN,2001,18.456,3.952,-5.804,4.667,1.456,23.812,-7.678,7.764
Canada,CAN,2002,15.38,0.616,4.075,-2.161,2.795,22.306,4.675,3.196
Canada,CAN,2003,-0.411,-0.208,2.65,-1.474,3.466,69.278,-4.378,-6.86
Canada,CAN,2004,-37.812,-6.041,-2.189,19.92,3.606,36.084,0.031,3.449
Canada,CAN,2005,28.7,0.181,-1.451,1.185,-0.88,63.193,6.284,-7.223
Canada,CAN,2006,22.02,-2.953,-1.5,5.767,-1.21,56.74,-3.119,-2.98
Canada,CAN,2007,26.813,3.849,6.634,-5.162,2.986,20.858,3.524,-0.035
Canada,CAN,2008,20.158,-2.93,-1.723,2.066,-1.243,26.46,2.046,-11.804
Canada,CAN,2009,210.358,-20.115,-3.101,-6.754,-5.768,74.228,-2.934,11.379
Canada,CAN,2010,131.144,5.451,1.981,0.012,7.398,30.55,-5.278,14.452
Canada,CAN,2011,123.491,-10.43,10.478,2.603,2.487,16.073,6.275,-1.418
Canada,CAN,2012,53.195,-4.976,-0.329,0.746,-2.957,10.348,0.596,6.206
Canada,CAN,2013,69.1,-1.476,7.256,8.385,0.049,-2.061,2.409,0.507
Canada,CAN,2014,40.586,-5.483,5.111,3.092,1.612,14.31,-2.955,-11.771
Canada,CAN,2015,35.757,1.314,0.146,-5.665,-2.463,109.142,-0.675,1.353
Canada,CAN,2016,12.344,-6.062,-3.25,-0.963,1.635,14.031,0.251,13.068
Canada,CAN,2017,8.804,-0.358,2.953,-0.715,0.083,1.277,1.773,-5.043
Canada,CAN,2018,7.004,-16.523,8.194,-1.142,3.236,4.692,-2.779,-8.025
Canada,CAN,2019,11.537,-14.132,1.719,0.084,-1.958,2.591,-1.376,7.279
Canada,CAN,1966,,-1.964,9.48,34.375,5.358,,10.934,
Canada,CAN,1967,,-0.923,6.193,-11.047,6.769,,2.232,
Canada,CAN,1968,,8.642,11.354,500,6.456,,1.699,
Canada,CAN,1969,,-3.454,11.755,-42.375,4.125,,10.601,
Canada,CAN,1970,,7.363,10.476,96.03,6.644,,4.978,
Canada,CAN,1971,,-4.95,6.735,311.475,2.697,,2.734,
Canada,CAN,1972,,-5.637,12.479,68.995,5.295,,11.805,
Canada,CAN,1973,,2.99,6.345,111.538,5.541,,7.165,
Canada,CAN,1974,,1.605,1.086,-3.658,1.691,,8.226,
Canada,CAN,1975,,-2.713,3.267,-14.467,-2.087,,-3.891,
Canada,CAN,1976,,18.393,0.887,38.552,5.501,,5.047,
Canada,CAN,1977,,27.781,4.889,51.252,0.921,,3.507,51.202
Canada,CAN,1978,,-17.773,0.956,18.45,2.009,,6.862,5.893
Canada,CAN,1979,,-5.31,1.526,13.041,4.13,,3.769,18.816
Canada,CAN,1980,,21.792,-0.628,7.828,-1.542,,2.878,-3.346
Canada,CAN,1981,,2.104,-2.968,5.351,-6.434,,5.92,46
Canada,CAN,1982,,5.669,5.9,-4.318,-10.359,,-3.09,12.698
Canada,CAN,1983,,4.626,-4.639,26.797,-6.329,,3.164,-2.525
Canada,CAN,1984,,11.389,11,7.406,1.111,,7.584,12.086
Canada,CAN,1985,,-3.88,4.895,15.918,0.128,,6.124,-28.241
Canada,CAN,1986,,-7.317,-3.761,17.756,0.158,0,2.302,11.21
Canada,CAN,1987,,7.478,1.211,8.411,3.879,0,1.793,23.968
Canada,CAN,1988,,7.387,10.058,7.256,5.187,0,-2.774,7.483
Canada,CAN,1989,,-0.21,8.103,-4.284,3.764,0,-5.525,39.92
Canada,CAN,1990,,-5.144,-3.067,-8.645,-1.433,91.919,1.802,13.719
Canada,CAN,1991,,-3.202,0.691,16.394,-5.568,0,3.921,0.759
Canada,CAN,1992,,1.87,6.003,-5.118,1.975,2974.214,2.571,12.073
Chile,CHL,2013,1872.991,12.406,0.222,,-3.503,32.666,-1.859,14.562
Chile,CHL,2014,6648.498,0.877,-17.198,,-2.825,163.171,15.069,-28.074
Chile,CHL,2015,194.739,-3.956,9.669,,0.971,45.661,1.891,10.885
Chile,CHL,2016,86.396,1.418,22.636,,5.98,15.259,-17.134,20.055
Chile,CHL,2017,51.868,3.975,-5.1,,-4.302,47.001,7.666,10.164
Chile,CHL,2018,30.617,-3.488,14.233,,2.901,-1.618,8.93,22.209
Chile,CHL,2019,22.628,-8.694,1.055,,1.38,47.18,-11.088,8.716
Chile,CHL,1966,,3.004,4.43,,9.474,,5.412,
Chile,CHL,1967,,0,-11.364,,4.396,,2.087,
Chile,CHL,1968,,0,-14.53,,5.373,,-16.216,
Chile,CHL,1969,,0,31.6,,6.484,,12.875,
Chile,CHL,1970,,6.917,-0.152,,5.563,,7.033,
Chile,CHL,1971,,-3.429,1.979,,10.773,,11.655,
Chile,CHL,1972,,-17.353,-8.955,,5.933,,19.152,-13.636
Chile,CHL,1973,,8.594,-21.475,,-4.821,,-2.356,-10.526
Chile,CHL,1974,,-5.216,4.175,,-4.273,,13.744,-9.804
Chile,CHL,1975,,-20.114,13.427,,-12.841,,0.377,10.87
Chile,CHL,1976,,0.95,9.187,,6.015,,3.303,43.137
Chile,CHL,1977,,7.647,2.913,,2.448,,5.607,9.589
Chile,CHL,1978,,-2.514,-6.604,,9.392,,4.046,13.75
Chile,CHL,1979,,10.65,18.35,,0.928,,2.717,3.297
Chile,CHL,1980,,10.436,2.418,,1.209,,5.679,11.702
Chile,CHL,1981,,-0.183,-1.528,,3.29,,3.545,4.762
Chile,CHL,1982,,-33.364,3.526,,-11.276,,9.374,24.545
Chile,CHL,1983,,19.862,7.902,,-2.868,,7.842,51.825
Chile,CHL,1984,,34.868,2.273,,0.049,,3.766,-3.365
Chile,CHL,1985,,0.085,-0.123,,-2.702,,10.977,-2.985
Chile,CHL,1986,,-5.03,-8.529,,6.985,,6.865,43.59
Chile,CHL,1987,,3.052,-2.973,,4.463,,8.394,-3.214
Chile,CHL,1988,,39.373,40.529,,10.174,,-2.067,20.664
Chile,CHL,1989,,35.125,55.996,,10.608,,-16.046,-1.835
Chile,CHL,1990,,20.472,7.37,,5.568,,-15.191,200
Chile,CHL,1991,,-17.845,17.773,,11.502,,46.908,7.269
Chile,CHL,1992,,-13.534,11.854,,8.326,,27.441,68.732
Chile,CHL,1993,,0.892,3.547,,9.011,,2.85,0.402
Chile,CHL,1994,,17.946,-3.55,,7.396,,-1.347,2.057
Chile,CHL,1995,,7.808,-4.174,,9.929,,8.409,5.207
Chile,CHL,1996,,38.572,1.631,,6.183,,-8.365,-7.504
Chile,CHL,1997,,30.181,36.06,,7.558,,12.266,0.288
Chile,CHL,1998,,-5.912,38.097,,2.226,,-15.868,-33.391
Chile,CHL,1999,,3.195,36.603,,1.14,,-14.81,24.892
Chile,CHL,2000,,-22.723,29.105,,-2.26,,40.539,-5.172
Chile,CHL,2001,,-21.543,13.346,,-4.864,,12.883,21.605
Chile,CHL,2002,,0.793,0.85,,4.363,-0.645,6.261,5.14
Chile,CHL,2003,,-4.389,8.184,,-3.421,-0.641,-3.144,-5.439
Chile,CHL,2004,,15.833,8.544,,6.025,-29.026,-7.819,19.06
Chile,CHL,2005,,-1.996,-3.264,,3.755,39.114,21.194,-12.424
Chile,CHL,2006,,24.847,-7.46,,11.133,-0.629,9.627,-20.559
Chile,CHL,2007,,18.69,-41.055,,28.699,59,-21.335,87.222
Chile,CHL,2008,,6.936,-44.342,,3.858,238.271,7.972,32.268
Chile,CHL,2009,,-8.58,1.077,,-2.344,105.981,3.123,-6.061
Chile,CHL,2010,,12.423,105.364,,-11.444,309.205,-14.112,-0.004
Chile,CHL,2011,,28.255,1.686,,9.187,3.139,-6.317,25.66
Chile,CHL,2012,,16.589,-9.178,,-0.009,20.236,-2.292,37.838
China,CHN,1991,0,4.873,1.255,,8.118,350,-1.621,0
China,CHN,1992,50,4.633,1.937,,8.767,1344.444,4.81,76.562
China,CHN,1993,33.333,6.519,6.175,,10.524,61.538,16.192,3.54
China,CHN,1994,25,6.573,4.736,819.95,1.355,80.952,10.262,293.162
China,CHN,1995,40,1.246,1.031,-13.032,8.326,60.526,13.827,555.217
China,CHN,1996,28.571,4.634,4.791,11.728,9.615,-84.754,-1.37,-49.137
China,CHN,1997,22.222,-2.019,5.67,0.558,9.142,110.753,4.261,77.56
China,CHN,1998,27.273,-0.759,3.121,-2.206,2.732,79.592,1.485,-8.891
China,CHN,1999,21.429,2.888,6.107,6.021,6.414,33.239,-1.161,1.613
China,CHN,2000,29.412,1.387,13.999,11.961,7.081,24.52,13.14,0.675
China,CHN,2001,39.994,5.168,11.945,3.714,2.245,21.126,23.928,0.016
China,CHN,2002,53.84,9.631,6.394,42.885,7.981,15.681,3.129,-0.956
China,CHN,2003,32.479,19.177,16.187,71.386,11.352,18.296,-2.121,-1.031
China,CHN,2004,17.994,16.593,16.999,15.702,16.767,27.35,23.834,-0.95
China,CHN,2005,9.827,17.102,17.485,4.524,1.746,51.336,11.586,109.19
China,CHN,2006,12.384,9.823,23.009,2.656,7.415,89.535,9.075,33.186
China,CHN,2007,19.25,8.899,23.007,12.579,4.936,46.695,10.658,37.409
China,CHN,2008,32.505,1.585,15.272,9.398,2.011,137.597,30.445,49.789
China,CHN,2009,82.42,4.754,10.119,1.79,3.763,109.5,-3.943,39.449
China,CHN,2010,149.713,3.747,20.671,6.043,13.763,77.789,14.842,18.64
China,CHN,2011,270.055,8.857,24.146,15.956,3.635,49.087,-3.87,10.294
China,CHN,2012,36.886,1.257,11.626,12.067,4.827,38.226,24.638,8.39
China,CHN,2013,131.56,2.141,13.919,12.725,4.392,33.364,4.791,22.488
China,CHN,2014,179.098,-0.741,9.591,18.761,4.088,14.857,15.802,23.855
China,CHN,2015,66.916,-2.073,3.359,27.88,6.606,15.475,4.548,16.167
China,CHN,2016,67.511,-1.299,7.577,23.655,2.543,29.012,2.865,14.235
China,CHN,2017,76.027,0.234,14.8,15.697,4.314,25.719,0.429,27.351
China,CHN,2018,49.292,0.698,17.7,18.208,3.972,19.39,2.301,17.059
China,CHN,2019,26.046,2.31,8.6,17.768,4.986,10.499,5.514,9.311
China,CHN,1966,,6.974,21.818,,28.465,,1.76,
China,CHN,1967,,-11.111,8.955,,-1.271,,-13.797,
China,CHN,1968,,-0.744,-4.11,,9.372,,17.989,
China,CHN,1969,,20.757,40,,34.077,,1.7,
China,CHN,1970,,27.234,46.429,,38.327,,3.344,
China,CHN,1971,,15.3,30.314,,35.999,,20.96,
China,CHN,1972,,5.755,29.412,,15.085,,13.33,
China,CHN,1973,,1.31,23.554,,21.991,,11.762,
China,CHN,1974,,-1.056,25.92,,14.999,,13.165,
China,CHN,1975,,12.705,17.53,,10.288,,4.645,
China,CHN,1976,,2.444,14.124,,14.316,,1.338,
China,CHN,1977,,10.002,20,,5.641,,4.39,
China,CHN,1978,,9.803,13.284,,10.874,,-6.303,
China,CHN,1979,,3.451,5.681,,0.247,,12.33,
China,CHN,1980,,4.006,-1.654,,-6.261,,19.905,
China,CHN,1981,,-0.532,-10.722,,-5.072,,12.525,
China,CHN,1982,,5.813,-6.358,,-0.988,,13.586,
China,CHN,1983,,7.092,2.347,,2.208,,16.13,
China,CHN,1984,,8.756,1.802,,3.692,,0.46,
China,CHN,1985,,9.174,4.023,,4.71,,6.419,
China,CHN,1986,,4.543,6.419,,6.379,,2.339,
China,CHN,1987,,8.499,0.945,,6.279,,5.791,
China,CHN,1988,,7.427,2.664,,7.506,,9.142,
China,CHN,1989,,4.777,5.533,,4.722,,8.465,
China,CHN,1990,,1.449,1.655,,-0.864,,7.039,
Colombia,COL,2001,44.491,-1.525,3.542,,-6.198,,1.984,-0.649
Colombia,COL,2002,73.161,-17.756,1.005,,-1.651,,6.69,-1.647
Colombia,COL,2003,36.822,10.853,-4.146,,4.047,,5.818,0.168
Colombia,COL,2004,23.358,-12.493,6.693,,-0.057,,5.278,-6.257
Colombia,COL,2005,19.105,-36.991,5.078,,3.811,-5.43,1.676,7.027
Colombia,COL,2006,-100,184.855,4.938,,-1.333,26.486,7.826,2.675
Colombia,COL,2019,921.787,63.042,1.789,,1.554,6.999,-9.347,-3.73
Colombia,COL,1966,,0,4.301,,13.972,,11.097,
Colombia,COL,1967,,9.732,23.711,,0.88,,11.481,
Colombia,COL,1968,,-8.914,1.917,,11.624,,11.432,
Colombia,COL,1969,,6.756,9.199,,-3.931,,11.183,
Colombia,COL,1970,,4.374,-2.808,,13.284,,11.305,
Colombia,COL,1971,,-22.233,4.092,,3.431,,6.124,
Colombia,COL,1972,,3.9,22.152,,13.394,,10.767,
Colombia,COL,1973,,1.84,3.618,,-3.843,,8.831,
Colombia,COL,1974,,20.927,4.045,,10.813,,13.543,
Colombia,COL,1975,,1.646,-5.743,,0.58,,10.694,
